Category Code,Diagnosis Code,Full Code,Abbreviated Description,Full Description,Category Title
C851,7,C8517,"Unspecified B-cell lymphoma, spleen","Unspecified B-cell lymphoma, spleen",Unspecified B-cell lymphoma
C851,8,C8518,"Unspecified B-cell lymphoma, lymph nodes of multiple sites","Unspecified B-cell lymphoma, lymph nodes of multiple sites",Unspecified B-cell lymphoma
C851,9,C8519,"Unsp B-cell lymphoma, extranodal and solid organ sites","Unspecified B-cell lymphoma, extranodal and solid organ sites",Unspecified B-cell lymphoma
C852,0,C8520,"Mediastinal (thymic) large B-cell lymphoma, unspecified site","Mediastinal (thymic) large B-cell lymphoma, unspecified site",Mediastinal (thymic) large B-cell lymphoma
C852,1,C8521,"Mediastnl large B-cell lymph, nodes of head, face, and neck","Mediastinal (thymic) large B-cell lymphoma, lymph nodes of head, face, and neck",Mediastinal (thymic) large B-cell lymphoma
C852,2,C8522,"Mediastnl (thymic) large B-cell lymphoma, intrathorac nodes","Mediastinal (thymic) large B-cell lymphoma, intrathoracic lymph nodes",Mediastinal (thymic) large B-cell lymphoma
C852,3,C8523,"Mediastinal (thymic) large B-cell lymphoma, intra-abd nodes","Mediastinal (thymic) large B-cell lymphoma, intra-abdominal lymph nodes",Mediastinal (thymic) large B-cell lymphoma
C852,4,C8524,"Mediastnl large B-cell lymph, nodes of axilla and upper limb","Mediastinal (thymic) large B-cell lymphoma, lymph nodes of axilla and upper limb",Mediastinal (thymic) large B-cell lymphoma
C852,5,C8525,"Mediastnl lg B-cell lymph, nodes of ing rgn and lower limb","Mediastinal (thymic) large B-cell lymphoma, lymph nodes of inguinal region and lower limb",Mediastinal (thymic) large B-cell lymphoma
C852,6,C8526,"Mediastinal (thymic) large B-cell lymphoma, intrapelv nodes","Mediastinal (thymic) large B-cell lymphoma, intrapelvic lymph nodes",Mediastinal (thymic) large B-cell lymphoma
C852,7,C8527,"Mediastinal (thymic) large B-cell lymphoma, spleen","Mediastinal (thymic) large B-cell lymphoma, spleen",Mediastinal (thymic) large B-cell lymphoma
C852,8,C8528,"Mediastinal (thymic) large B-cell lymphoma, nodes mult site","Mediastinal (thymic) large B-cell lymphoma, lymph nodes of multiple sites",Mediastinal (thymic) large B-cell lymphoma
C852,9,C8529,"Mediastnl large B-cell lymph, extrnod and solid organ sites","Mediastinal (thymic) large B-cell lymphoma, extranodal and solid organ sites",Mediastinal (thymic) large B-cell lymphoma
C858,0,C8580,"Oth types of non-Hodgkin lymphoma, unspecified site","Other specified types of non-Hodgkin lymphoma, unspecified site",Other specified types of non-Hodgkin lymphoma
C858,1,C8581,"Oth types of non-hodg lymph, nodes of head, face, and neck","Other specified types of non-Hodgkin lymphoma, lymph nodes of head, face, and neck",Other specified types of non-Hodgkin lymphoma
C858,2,C8582,"Oth types of non-Hodgkin lymphoma, intrathoracic lymph nodes","Other specified types of non-Hodgkin lymphoma, intrathoracic lymph nodes",Other specified types of non-Hodgkin lymphoma
C858,3,C8583,"Oth types of non-Hodgkin lymphoma, intra-abd lymph nodes","Other specified types of non-Hodgkin lymphoma, intra-abdominal lymph nodes",Other specified types of non-Hodgkin lymphoma
C858,4,C8584,"Oth types of non-hodg lymph, nodes of axilla and upper limb","Other specified types of non-Hodgkin lymphoma, lymph nodes of axilla and upper limb",Other specified types of non-Hodgkin lymphoma
C858,5,C8585,"Oth types of non-hodg lymph, nodes of ing rgn and lower limb","Other specified types of non-Hodgkin lymphoma, lymph nodes of inguinal region and lower limb",Other specified types of non-Hodgkin lymphoma
C858,6,C8586,"Oth types of non-Hodgkin lymphoma, intrapelvic lymph nodes","Other specified types of non-Hodgkin lymphoma, intrapelvic lymph nodes",Other specified types of non-Hodgkin lymphoma
C858,7,C8587,"Other specified types of non-Hodgkin lymphoma, spleen","Other specified types of non-Hodgkin lymphoma, spleen",Other specified types of non-Hodgkin lymphoma
C858,8,C8588,"Oth types of non-Hodgkin lymphoma, lymph nodes mult site","Other specified types of non-Hodgkin lymphoma, lymph nodes of multiple sites",Other specified types of non-Hodgkin lymphoma
C858,9,C8589,"Oth types of non-hodg lymph, extrnod and solid organ sites","Other specified types of non-Hodgkin lymphoma, extranodal and solid organ sites",Other specified types of non-Hodgkin lymphoma
C859,0,C8590,"Non-Hodgkin lymphoma, unspecified, unspecified site","Non-Hodgkin lymphoma, unspecified, unspecified site","Non-Hodgkin lymphoma, unspecified"
C859,1,C8591,"Non-Hodgkin lymphoma, unsp, nodes of head, face, and neck","Non-Hodgkin lymphoma, unspecified, lymph nodes of head, face, and neck","Non-Hodgkin lymphoma, unspecified"
C859,2,C8592,"Non-Hodgkin lymphoma, unspecified, intrathoracic lymph nodes","Non-Hodgkin lymphoma, unspecified, intrathoracic lymph nodes","Non-Hodgkin lymphoma, unspecified"
C859,3,C8593,"Non-Hodgkin lymphoma, unsp, intra-abdominal lymph nodes","Non-Hodgkin lymphoma, unspecified, intra-abdominal lymph nodes","Non-Hodgkin lymphoma, unspecified"
C859,4,C8594,"Non-Hodgkin lymphoma, unsp, nodes of axilla and upper limb","Non-Hodgkin lymphoma, unspecified, lymph nodes of axilla and upper limb","Non-Hodgkin lymphoma, unspecified"
C859,5,C8595,"Non-hodg lymphoma, unsp, nodes of ing region and lower limb","Non-Hodgkin lymphoma, unspecified, lymph nodes of inguinal region and lower limb","Non-Hodgkin lymphoma, unspecified"
C859,6,C8596,"Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes","Non-Hodgkin lymphoma, unspecified, intrapelvic lymph nodes","Non-Hodgkin lymphoma, unspecified"
C859,7,C8597,"Non-Hodgkin lymphoma, unspecified, spleen","Non-Hodgkin lymphoma, unspecified, spleen","Non-Hodgkin lymphoma, unspecified"
C859,8,C8598,"Non-Hodgkin lymphoma, unsp, lymph nodes of multiple sites","Non-Hodgkin lymphoma, unspecified, lymph nodes of multiple sites","Non-Hodgkin lymphoma, unspecified"
C859,9,C8599,"Non-Hodgkin lymphoma, unsp, extranodal and solid organ sites","Non-Hodgkin lymphoma, unspecified, extranodal and solid organ sites","Non-Hodgkin lymphoma, unspecified"
C86,0,C860,"Extranodal NK/T-cell lymphoma, nasal type","Extranodal NK/T-cell lymphoma, nasal type",Other specified types of T/NK-cell lymphoma
C86,1,C861,Hepatosplenic T-cell lymphoma,Hepatosplenic T-cell lymphoma,Other specified types of T/NK-cell lymphoma
C86,2,C862,Enteropathy-type (intestinal) T-cell lymphoma,Enteropathy-type (intestinal) T-cell lymphoma,Other specified types of T/NK-cell lymphoma
C86,3,C863,Subcutaneous panniculitis-like T-cell lymphoma,Subcutaneous panniculitis-like T-cell lymphoma,Other specified types of T/NK-cell lymphoma
C86,4,C864,Blastic NK-cell lymphoma,Blastic NK-cell lymphoma,Other specified types of T/NK-cell lymphoma
C86,5,C865,Angioimmunoblastic T-cell lymphoma,Angioimmunoblastic T-cell lymphoma,Other specified types of T/NK-cell lymphoma
C86,6,C866,Primary cutaneous CD30-positive T-cell proliferations,Primary cutaneous CD30-positive T-cell proliferations,Other specified types of T/NK-cell lymphoma
C88,0,C880,Waldenstrom macroglobulinemia,Waldenstrom macroglobulinemia,Malignant immunoproliferative diseases and certain other B-cell lymphomas
C88,2,C882,Heavy chain disease,Heavy chain disease,Malignant immunoproliferative diseases and certain other B-cell lymphomas
C88,3,C883,Immunoproliferative small intestinal disease,Immunoproliferative small intestinal disease,Malignant immunoproliferative diseases and certain other B-cell lymphomas
C88,4,C884,Extrnod mrgnl zn B-cell lymph of mucosa-assoc lymphoid tiss,Extranodal marginal zone B-cell lymphoma of mucosa-associated lymphoid tissue [MALT-lymphoma],Malignant immunoproliferative diseases and certain other B-cell lymphomas
C88,8,C888,Other malignant immunoproliferative diseases,Other malignant immunoproliferative diseases,Malignant immunoproliferative diseases and certain other B-cell lymphomas
C88,9,C889,"Malignant immunoproliferative disease, unspecified","Malignant immunoproliferative disease, unspecified",Malignant immunoproliferative diseases and certain other B-cell lymphomas
C900,0,C9000,Multiple myeloma not having achieved remission,Multiple myeloma not having achieved remission,Multiple myeloma
C900,1,C9001,Multiple myeloma in remission,Multiple myeloma in remission,Multiple myeloma
C900,2,C9002,Multiple myeloma in relapse,Multiple myeloma in relapse,Multiple myeloma
C901,0,C9010,Plasma cell leukemia not having achieved remission,Plasma cell leukemia not having achieved remission,Plasma cell leukemia
C901,1,C9011,Plasma cell leukemia in remission,Plasma cell leukemia in remission,Plasma cell leukemia
C901,2,C9012,Plasma cell leukemia in relapse,Plasma cell leukemia in relapse,Plasma cell leukemia
C902,0,C9020,Extramedullary plasmacytoma not having achieved remission,Extramedullary plasmacytoma not having achieved remission,Extramedullary plasmacytoma
C902,1,C9021,Extramedullary plasmacytoma in remission,Extramedullary plasmacytoma in remission,Extramedullary plasmacytoma
C902,2,C9022,Extramedullary plasmacytoma in relapse,Extramedullary plasmacytoma in relapse,Extramedullary plasmacytoma
C903,0,C9030,Solitary plasmacytoma not having achieved remission,Solitary plasmacytoma not having achieved remission,Solitary plasmacytoma
C903,1,C9031,Solitary plasmacytoma in remission,Solitary plasmacytoma in remission,Solitary plasmacytoma
C903,2,C9032,Solitary plasmacytoma in relapse,Solitary plasmacytoma in relapse,Solitary plasmacytoma
C910,0,C9100,Acute lymphoblastic leukemia not having achieved remission,Acute lymphoblastic leukemia not having achieved remission,Acute lymphoblastic leukemia [ALL]
C910,1,C9101,"Acute lymphoblastic leukemia, in remission","Acute lymphoblastic leukemia, in remission",Acute lymphoblastic leukemia [ALL]
C910,2,C9102,"Acute lymphoblastic leukemia, in relapse","Acute lymphoblastic leukemia, in relapse",Acute lymphoblastic leukemia [ALL]
C911,0,C9110,Chronic lymphocytic leuk of B-cell type not achieve remis,Chronic lymphocytic leukemia of B-cell type not having achieved remission,Chronic lymphocytic leukemia of B-cell type
C911,1,C9111,Chronic lymphocytic leukemia of B-cell type in remission,Chronic lymphocytic leukemia of B-cell type in remission,Chronic lymphocytic leukemia of B-cell type
C911,2,C9112,Chronic lymphocytic leukemia of B-cell type in relapse,Chronic lymphocytic leukemia of B-cell type in relapse,Chronic lymphocytic leukemia of B-cell type
C913,0,C9130,Prolymphocytic leukemia of B-cell type not achieve remission,Prolymphocytic leukemia of B-cell type not having achieved remission,Prolymphocytic leukemia of B-cell type
C913,1,C9131,"Prolymphocytic leukemia of B-cell type, in remission","Prolymphocytic leukemia of B-cell type, in remission",Prolymphocytic leukemia of B-cell type
C913,2,C9132,"Prolymphocytic leukemia of B-cell type, in relapse","Prolymphocytic leukemia of B-cell type, in relapse",Prolymphocytic leukemia of B-cell type
C914,0,C9140,Hairy cell leukemia not having achieved remission,Hairy cell leukemia not having achieved remission,Hairy cell leukemia
C914,1,C9141,"Hairy cell leukemia, in remission","Hairy cell leukemia, in remission",Hairy cell leukemia
C914,2,C9142,"Hairy cell leukemia, in relapse","Hairy cell leukemia, in relapse",Hairy cell leukemia
C915,0,C9150,Adult T-cell lymph/leuk (HTLV-1-assoc) not achieve remission,Adult T-cell lymphoma/leukemia (HTLV-1-associated) not having achieved remission,Adult T-cell lymphoma/leukemia (HTLV-1-associated)
C915,1,C9151,"Adult T-cell lymphoma/leukemia (HTLV-1-assoc), in remission","Adult T-cell lymphoma/leukemia (HTLV-1-associated), in remission",Adult T-cell lymphoma/leukemia (HTLV-1-associated)
C915,2,C9152,"Adult T-cell lymphoma/leukemia (HTLV-1-assoc), in relapse","Adult T-cell lymphoma/leukemia (HTLV-1-associated), in relapse",Adult T-cell lymphoma/leukemia (HTLV-1-associated)
C916,0,C9160,Prolymphocytic leukemia of T-cell type not achieve remission,Prolymphocytic leukemia of T-cell type not having achieved remission,Prolymphocytic leukemia of T-cell type
C916,1,C9161,"Prolymphocytic leukemia of T-cell type, in remission","Prolymphocytic leukemia of T-cell type, in remission",Prolymphocytic leukemia of T-cell type
C916,2,C9162,"Prolymphocytic leukemia of T-cell type, in relapse","Prolymphocytic leukemia of T-cell type, in relapse",Prolymphocytic leukemia of T-cell type
C91A,0,C91A0,Mature B-cell leukemia Burkitt-type not achieve remission,Mature B-cell leukemia Burkitt-type not having achieved remission,Mature B-cell leukemia Burkitt-type
C91A,1,C91A1,"Mature B-cell leukemia Burkitt-type, in remission","Mature B-cell leukemia Burkitt-type, in remission",Mature B-cell leukemia Burkitt-type
C91A,2,C91A2,"Mature B-cell leukemia Burkitt-type, in relapse","Mature B-cell leukemia Burkitt-type, in relapse",Mature B-cell leukemia Burkitt-type
C91Z,0,C91Z0,Other lymphoid leukemia not having achieved remission,Other lymphoid leukemia not having achieved remission,Other lymphoid leukemia
C91Z,1,C91Z1,"Other lymphoid leukemia, in remission","Other lymphoid leukemia, in remission",Other lymphoid leukemia
C91Z,2,C91Z2,"Other lymphoid leukemia, in relapse","Other lymphoid leukemia, in relapse",Other lymphoid leukemia
C919,0,C9190,"Lymphoid leukemia, unspecified not having achieved remission","Lymphoid leukemia, unspecified not having achieved remission","Lymphoid leukemia, unspecified"
C919,1,C9191,"Lymphoid leukemia, unspecified, in remission","Lymphoid leukemia, unspecified, in remission","Lymphoid leukemia, unspecified"
C919,2,C9192,"Lymphoid leukemia, unspecified, in relapse","Lymphoid leukemia, unspecified, in relapse","Lymphoid leukemia, unspecified"
C920,0,C9200,"Acute myeloblastic leukemia, not having achieved remission","Acute myeloblastic leukemia, not having achieved remission",Acute myeloblastic leukemia
C920,1,C9201,"Acute myeloblastic leukemia, in remission","Acute myeloblastic leukemia, in remission",Acute myeloblastic leukemia
C920,2,C9202,"Acute myeloblastic leukemia, in relapse","Acute myeloblastic leukemia, in relapse",Acute myeloblastic leukemia
C921,0,C9210,"Chronic myeloid leuk, BCR/ABL-positive, not achieve remis","Chronic myeloid leukemia, BCR/ABL-positive, not having achieved remission","Chronic myeloid leukemia, BCR/ABL-positive"
C921,1,C9211,"Chronic myeloid leukemia, BCR/ABL-positive, in remission","Chronic myeloid leukemia, BCR/ABL-positive, in remission","Chronic myeloid leukemia, BCR/ABL-positive"
C921,2,C9212,"Chronic myeloid leukemia, BCR/ABL-positive, in relapse","Chronic myeloid leukemia, BCR/ABL-positive, in relapse","Chronic myeloid leukemia, BCR/ABL-positive"
C922,0,C9220,"Atyp chronic myeloid leuk, BCR/ABL-neg, not achieve remis","Atypical chronic myeloid leukemia, BCR/ABL-negative, not having achieved remission","Atypical chronic myeloid leukemia, BCR/ABL-negative"
C922,1,C9221,"Atypical chronic myeloid leukemia, BCR/ABL-neg, in remission","Atypical chronic myeloid leukemia, BCR/ABL-negative, in remission","Atypical chronic myeloid leukemia, BCR/ABL-negative"
C922,2,C9222,"Atypical chronic myeloid leukemia, BCR/ABL-neg, in relapse","Atypical chronic myeloid leukemia, BCR/ABL-negative, in relapse","Atypical chronic myeloid leukemia, BCR/ABL-negative"
C923,0,C9230,"Myeloid sarcoma, not having achieved remission","Myeloid sarcoma, not having achieved remission",Myeloid sarcoma
C923,1,C9231,"Myeloid sarcoma, in remission","Myeloid sarcoma, in remission",Myeloid sarcoma
C923,2,C9232,"Myeloid sarcoma, in relapse","Myeloid sarcoma, in relapse",Myeloid sarcoma
C924,0,C9240,"Acute promyelocytic leukemia, not having achieved remission","Acute promyelocytic leukemia, not having achieved remission",Acute promyelocytic leukemia
C924,1,C9241,"Acute promyelocytic leukemia, in remission","Acute promyelocytic leukemia, in remission",Acute promyelocytic leukemia
C924,2,C9242,"Acute promyelocytic leukemia, in relapse","Acute promyelocytic leukemia, in relapse",Acute promyelocytic leukemia
C925,0,C9250,"Acute myelomonocytic leukemia, not having achieved remission","Acute myelomonocytic leukemia, not having achieved remission",Acute myelomonocytic leukemia
C925,1,C9251,"Acute myelomonocytic leukemia, in remission","Acute myelomonocytic leukemia, in remission",Acute myelomonocytic leukemia
C925,2,C9252,"Acute myelomonocytic leukemia, in relapse","Acute myelomonocytic leukemia, in relapse",Acute myelomonocytic leukemia
C926,0,C9260,Acute myeloid leukemia w 11q23-abnormality not achieve remis,Acute myeloid leukemia with 11q23-abnormality not having achieved remission,Acute myeloid leukemia with 11q23-abnormality
C926,1,C9261,Acute myeloid leukemia with 11q23-abnormality in remission,Acute myeloid leukemia with 11q23-abnormality in remission,Acute myeloid leukemia with 11q23-abnormality
C926,2,C9262,Acute myeloid leukemia with 11q23-abnormality in relapse,Acute myeloid leukemia with 11q23-abnormality in relapse,Acute myeloid leukemia with 11q23-abnormality
C92A,0,C92A0,"Acute myeloid leuk w multilin dysplasia, not achieve remis","Acute myeloid leukemia with multilineage dysplasia, not having achieved remission",Acute myeloid leukemia with multilineage dysplasia
